ITERAÇÃO,NR PONTOS SELECIONADOS,TOTAL PONTOS,LISTA DE PONTOS,RESULTADO
82,10,20,3 5 8 10 12 14 15 18 19 20 ,15.005384
83,15,20,1 2 3 5 7 10 11 12 13 14 16 17 18 19 20 ,15.005384
84,6,20,7 10 11 14 15 20 ,15.005384
85,4,20,3 4 9 10 ,15.005384
86,12,20,1 2 3 4 5 7 9 10 12 14 17 20 ,15.005384
87,8,20,2 4 10 12 17 18 19 20 ,15.005384
88,19,20,1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 ,15.005384
89,13,20,1 2 3 4 6 8 10 11 12 15 17 18 20 ,15.005384
90,18,20,1 2 3 4 5 6 7 8 10 11 12 13 14 16 17 18 19 20 ,15.005384
91,18,20,1 2 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 ,15.005384
92,8,20,2 3 6 9 15 16 18 19 ,15.005384
93,3,20,4 9 16 ,15.005384
94,6,20,7 8 13 15 17 18 ,15.005384
95,8,20,1 2 3 6 8 9 13 17 ,15.005384
96,5,20,1 4 10 17 19 ,15.005384
97,12,20,1 3 7 8 9 10 13 15 17 18 19 20 ,15.005384
98,11,20,2 3 4 7 8 9 10 13 18 19 20 ,15.005384
99,5,20,1 5 13 14 19 ,15.005384
100,12,20,2 3 4 5 6 7 11 12 14 17 18 20 ,15.005384
101,6,20,4 6 12 13 18 20 ,15.005384
102,15,20,1 2 3 4 6 7 8 9 10 11 12 13 14 15 20 ,15.005384
103,9,20,4 5 7 9 10 12 14 19 20 ,15.005384
104,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
105,9,20,1 2 3 8 12 15 18 19 20 ,15.005384
106,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
107,12,20,1 3 6 7 8 11 12 14 15 16 17 18 ,15.005384
108,3,20,4 16 18 ,15.005384
109,2,20,7 12 ,15.005384
110,5,20,1 3 6 9 17 ,15.005384
111,10,20,1 3 4 5 6 9 11 12 18 19 ,15.005384
112,12,20,1 3 7 8 9 10 11 13 14 15 18 20 ,15.005384
113,5,20,5 6 10 13 14 ,15.005384
114,16,20,1 2 3 6 7 9 10 11 12 13 14 15 17 18 19 20 ,15.005384
115,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
116,18,20,1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 20 ,15.005384
117,17,20,1 2 3 4 5 6 8 9 11 12 13 14 15 16 17 18 20 ,15.005384
118,15,20,2 4 5 6 7 8 9 11 13 15 16 17 18 19 20 ,15.005384
119,12,20,2 3 4 5 6 8 9 11 14 16 17 19 ,15.005384
120,9,20,1 3 5 7 11 12 15 18 20 ,15.005384
121,17,20,1 2 3 5 6 7 8 10 12 13 14 15 16 17 18 19 20 ,15.005384
122,17,20,1 2 3 5 7 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
123,16,20,1 2 3 4 5 7 8 10 12 14 15 16 17 18 19 20 ,15.005384
124,3,20,2 8 10 ,15.005384
125,11,20,1 3 4 5 7 10 11 12 14 16 17 ,15.005384
126,16,20,1 2 3 4 5 6 7 8 9 11 14 16 17 18 19 20 ,15.005384
127,9,20,1 3 5 8 9 13 14 15 17 ,15.005384
128,3,20,3 9 12 ,15.005384
129,8,20,1 3 11 12 16 18 19 20 ,15.005384
130,13,20,1 2 4 6 7 8 12 13 14 15 16 17 18 ,15.005384
131,14,20,1 2 3 4 5 8 9 10 11 12 16 18 19 20 ,15.005384
132,4,20,4 11 17 18 ,15.005384
133,2,20,8 18 ,15.005384
134,5,20,6 9 11 17 19 ,15.005384
135,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
136,15,20,1 3 5 7 8 9 10 11 12 14 15 16 18 19 20 ,15.005384
137,3,20,5 15 18 ,15.005384
138,18,20,1 2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 ,15.005384
139,6,20,3 4 6 10 14 16 ,15.005384
140,15,20,1 2 3 4 6 7 8 10 11 12 14 15 18 19 20 ,15.005384
141,5,20,4 5 8 12 16 ,15.005384
142,18,20,1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 18 19 20 ,15.005384
143,2,20,4 5 ,15.005384
144,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
145,2,20,10 14 ,15.005384
146,10,20,2 3 6 7 13 14 17 18 19 20 ,15.005384
147,8,20,2 4 10 12 14 15 18 20 ,15.005384
148,6,20,1 3 8 9 17 18 ,15.005384
149,16,20,1 2 4 5 6 7 8 9 10 13 14 16 17 18 19 20 ,15.005384
150,18,20,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,15.005384
151,9,20,1 3 7 9 10 11 12 14 20 ,15.005384
152,18,20,1 2 3 4 6 7 8 9 10 11 12 13 14 15 17 18 19 20 ,15.005384
153,17,20,1 2 3 4 5 6 8 9 10 11 12 13 14 15 18 19 20 ,15.005384
154,3,20,10 17 20 ,15.005384
155,15,20,1 2 3 4 5 6 7 8 9 11 13 14 16 17 18 ,15.005384
156,7,20,2 4 6 12 13 14 17 ,15.005384
157,15,20,1 2 3 4 7 8 10 11 12 13 14 15 17 18 20 ,15.005384
158,4,20,1 7 9 14 ,15.005384
159,11,20,1 2 4 7 8 10 11 14 15 16 18 ,15.005384
160,3,20,17 19 20 ,15.005384
161,4,20,2 3 14 16 ,15.005384
162,14,20,1 3 4 5 7 10 11 13 14 15 17 18 19 20 ,15.005384
163,7,20,2 3 5 12 13 19 20 ,15.005384
164,7,20,4 7 11 13 14 17 20 ,15.005384
165,4,20,2 6 8 17 ,15.005384
166,12,20,1 3 4 10 12 13 14 15 17 18 19 20 ,15.005384
167,6,20,6 9 16 17 18 20 ,15.005384
168,5,20,2 7 9 15 16 ,15.005384
169,3,20,1 3 10 ,15.005384
170,4,20,1 6 8 20 ,15.005384
171,13,20,2 3 4 5 7 8 10 12 13 17 18 19 20 ,15.005384
172,4,20,4 5 9 20 ,15.005384
173,3,20,1 13 17 ,15.005384
174,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
175,16,20,1 2 3 4 5 7 9 11 12 13 14 15 16 17 18 20 ,15.005384
176,2,20,4 6 ,15.005384
177,16,20,2 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 ,15.005384
178,10,20,1 2 7 9 11 12 15 16 19 20 ,15.005384
179,4,20,1 9 15 17 ,15.005384
180,18,20,2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
181,19,20,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
182,5,20,3 7 17 19 20 ,15.005384
183,12,20,2 5 7 8 9 10 12 13 14 15 18 20 ,15.005384
184,10,20,2 3 5 9 10 11 16 17 18 20 ,15.005384
185,8,20,1 4 5 6 8 15 17 18 ,15.005384
186,13,20,1 3 4 6 7 8 9 10 13 14 16 18 20 ,15.005384
187,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,15.005384
188,8,20,2 5 6 12 17 18 19 20 ,15.005384
189,3,20,8 11 18 ,15.005384
190,11,20,3 4 5 6 7 8 9 12 14 19 20 ,15.005384
191,5,20,8 9 13 16 18 ,15.005384
192,9,20,2 3 8 9 11 12 15 16 19 ,15.005384
193,10,20,2 3 4 6 7 9 13 14 15 19 ,15.005384
194,6,20,4 5 9 13 17 18 ,15.005384
195,17,20,1 2 4 6 7 8 9 10 11 12 13 14 15 16 17 19 20 ,15.005384
196,13,20,1 2 3 4 5 9 10 11 12 13 16 18 19 ,15.005384
197,6,20,1 3 7 9 13 15 ,15.005384
198,9,20,1 5 7 8 10 13 15 18 19 ,15.005384
199,5,20,5 8 10 13 19 ,15.005384
200,4,20,1 3 15 16 ,15.005384
201,17,20,1 2 3 4 5 6 7 8 9 10 11 12 13 15 17 19 20 ,15.005384
202,12,20,1 2 9 10 11 12 13 14 15 16 18 19 ,15.005384
203,10,20,2 4 5 6 7 12 14 15 18 20 ,15.005384
204,6,20,2 5 7 9 11 19 ,15.005384
205,16,20,1 3 6 7 8 9 10 11 12 13 14 15 16 17 18 19 ,15.005384
206,18,20,1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 18 19 20 ,15.005384
207,12,20,1 3 4 5 6 9 10 11 12 17 19 20 ,15.005384
208,3,20,12 13 16 ,15.005384
209,8,20,1 3 4 14 16 17 18 20 ,15.005384
210,5,20,6 12 13 14 15 ,15.005384
211,14,20,1 2 3 4 5 6 7 8 9 12 13 14 16 18 ,15.005384
212,13,20,1 2 3 6 8 9 13 14 15 16 17 19 20 ,15.005384
213,11,20,1 2 7 9 10 12 13 15 16 18 20 ,15.005384
214,17,20,1 2 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 ,15.005384
215,10,20,1 2 4 6 8 9 11 12 17 20 ,15.005384
216,18,20,1 2 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
217,13,20,1 3 4 5 7 10 11 14 15 16 17 19 20 ,15.005384
218,9,20,1 3 7 8 12 13 14 15 17 ,15.005384
219,18,20,1 2 3 4 5 6 7 8 9 10 12 13 14 16 17 18 19 20 ,15.005384
220,18,20,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 ,15.005384
221,12,20,1 2 4 5 6 10 11 12 15 16 18 19 ,15.005384
222,16,20,2 3 4 5 6 7 8 10 12 13 14 15 16 18 19 20 ,15.005384
223,7,20,3 7 8 14 15 16 17 ,15.005384
224,19,20,1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 ,15.005384
225,7,20,1 2 6 12 14 17 20 ,15.005384
226,2,20,3 4 ,15.005384
227,17,20,1 2 3 4 5 6 7 8 9 11 12 13 14 15 17 18 20 ,15.005384
228,2,20,13 14 ,15.005384
229,7,20,2 4 6 12 13 19 20 ,15.005384
230,15,20,1 3 5 6 7 9 10 11 12 13 14 16 18 19 20 ,15.005384
231,10,20,1 2 4 6 7 8 9 11 16 20 ,15.005384
232,5,20,3 5 9 13 20 ,15.005384
233,17,20,1 2 3 4 5 6 7 8 9 11 14 15 16 17 18 19 20 ,15.005384
234,7,20,2 4 10 11 12 16 18 ,15.005384
235,15,20,1 2 3 5 6 7 9 10 12 14 15 16 17 18 20 ,15.005384
236,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
237,18,20,1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 18 19 20 ,15.005384
238,6,20,3 7 9 10 11 13 ,15.005384
239,11,20,1 2 3 10 13 14 15 16 18 19 20 ,15.005384
240,13,20,3 4 5 6 7 8 9 10 11 12 16 17 18 ,15.005384
241,12,20,2 3 4 5 7 8 10 13 15 16 18 19 ,15.005384
242,13,20,2 3 5 6 8 11 13 14 16 17 18 19 20 ,15.005384
243,9,20,4 7 9 11 14 15 17 19 20 ,15.005384
244,2,20,17 18 ,15.005384
245,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,15.005384
246,6,20,1 2 15 16 17 19 ,15.005384
247,13,20,1 4 5 6 7 11 12 13 14 15 17 19 20 ,15.005384
248,16,20,1 2 3 5 6 7 8 9 10 11 12 13 14 17 19 20 ,15.005384
249,3,20,7 12 13 ,15.005384
250,9,20,1 3 7 8 10 13 14 19 20 ,15.005384
251,6,20,1 3 11 12 13 17 ,15.005384
252,17,20,1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 18 20 ,15.005384
253,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
254,9,20,1 2 3 5 6 12 16 17 18 ,15.005384
255,5,20,9 11 13 14 19 ,15.005384
256,18,20,1 2 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
257,2,20,7 20 ,15.005384
258,11,20,1 2 4 5 6 9 10 11 12 14 20 ,15.005384
259,6,20,3 7 13 14 17 19 ,15.005384
260,16,20,1 2 3 4 7 8 9 10 11 12 14 16 17 18 19 20 ,15.005384
261,16,20,1 3 4 5 6 8 9 10 11 12 13 14 15 16 19 20 ,15.005384
262,14,20,1 5 7 8 9 11 12 13 14 15 16 17 18 19 ,15.005384
263,18,20,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 ,15.005384
264,10,20,1 2 3 5 6 13 15 17 19 20 ,15.005384
265,8,20,1 3 4 7 9 10 13 19 ,15.005384
266,10,20,1 2 3 5 7 8 10 11 16 19 ,15.005384
267,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
268,19,20,1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
269,10,20,2 4 6 7 11 12 13 18 19 20 ,15.005384
270,13,20,1 3 5 6 7 8 10 14 15 16 17 18 20 ,15.005384
271,8,20,3 5 9 11 12 13 14 17 ,15.005384
272,5,20,4 6 8 13 20 ,15.005384
273,10,20,3 4 6 8 10 11 12 13 15 18 ,15.005384
274,5,20,1 6 8 11 19 ,15.005384
275,15,20,1 2 4 5 6 7 10 11 12 13 14 15 17 19 20 ,15.005384
276,4,20,6 12 13 14 ,15.005384
277,2,20,2 6 ,15.005384
278,5,20,6 7 9 12 20 ,15.005384
279,11,20,2 5 6 7 9 10 11 14 16 18 20 ,15.005384
280,4,20,4 5 15 19 ,15.005384
281,5,20,4 7 8 9 16 ,15.005384
282,4,20,3 12 14 18 ,15.005384
283,17,20,1 2 3 5 6 7 8 9 10 11 12 14 15 16 17 19 20 ,15.005384
284,3,20,1 7 17 ,15.005384
285,2,20,5 17 ,15.005384
286,15,20,1 2 3 4 8 10 11 13 14 15 16 17 18 19 20 ,15.005384
287,15,20,1 2 4 5 6 8 10 11 12 13 16 17 18 19 20 ,15.005384
288,16,20,2 3 4 5 6 7 8 9 11 12 14 15 16 18 19 20 ,15.005384
289,16,20,1 3 5 6 7 8 9 10 12 13 14 16 17 18 19 20 ,15.005384
290,7,20,1 3 4 8 11 16 18 ,15.005384
291,16,20,1 2 3 4 5 6 8 9 11 13 14 15 16 17 18 19 ,15.005384
292,16,20,1 4 6 7 8 9 10 11 12 13 14 16 17 18 19 20 ,15.005384
293,8,20,6 7 8 10 14 15 18 19 ,15.005384
294,11,20,1 2 3 5 6 8 10 13 15 17 18 ,15.005384
295,6,20,2 4 7 9 16 20 ,15.005384
296,6,20,7 8 9 12 14 19 ,15.005384
297,18,20,1 2 3 4 5 6 7 8 9 10 12 13 15 16 17 18 19 20 ,15.005384
298,8,20,3 4 5 10 14 15 17 18 ,15.005384
299,12,20,2 3 4 5 6 7 8 13 15 16 17 19 ,15.005384
300,15,20,1 2 3 4 5 6 7 8 9 10 14 15 16 17 20 ,15.005384
301,11,20,4 5 7 9 10 12 14 16 18 19 20 ,15.005384
302,11,20,1 3 5 6 10 11 12 13 15 16 17 ,15.005384
303,13,20,1 2 5 6 7 10 11 14 15 16 18 19 20 ,15.005384
304,19,20,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
305,11,20,2 6 7 8 10 11 13 15 17 18 19 ,15.005384
306,7,20,1 3 6 9 10 11 14 ,15.005384
307,8,20,6 9 10 13 15 16 17 19 ,15.005384
308,3,20,1 3 16 ,15.005384
309,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
310,9,20,7 9 11 12 13 15 16 17 18 ,15.005384
311,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
312,8,20,2 3 4 7 8 10 13 18 ,15.005384
313,4,20,1 4 6 13 ,15.005384
314,18,20,1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 ,15.005384
315,6,20,3 7 8 9 15 17 ,15.005384
316,11,20,3 4 6 7 9 12 15 16 17 19 20 ,15.005384
317,2,20,10 13 ,15.005384
318,8,20,1 2 5 6 10 11 17 20 ,15.005384
319,3,20,2 17 20 ,15.005384
320,3,20,3 5 15 ,15.005384
321,4,20,9 10 14 18 ,15.005384
322,19,20,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
323,15,20,3 4 5 6 7 9 11 12 13 14 15 17 18 19 20 ,15.005384
324,14,20,1 3 4 5 6 7 8 9 12 14 15 16 17 19 ,15.005384
325,6,20,1 3 5 11 16 20 ,15.005384
326,9,20,3 5 6 7 9 10 14 17 18 ,15.005384
327,10,20,2 4 5 9 10 11 13 18 19 20 ,15.005384
328,2,20,7 17 ,15.005384
329,18,20,1 2 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 ,15.005384
330,9,20,2 5 8 9 11 12 14 16 19 ,15.005384
331,17,20,2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 20 ,15.005384
332,12,20,1 5 6 7 10 11 12 13 16 17 19 20 ,15.005384
333,11,20,4 7 8 9 10 11 12 14 15 19 20 ,15.005384
334,7,20,2 3 10 14 18 19 20 ,15.005384
335,19,20,1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
336,6,20,1 2 6 13 16 17 ,15.005384
337,2,20,3 13 ,15.005384
338,18,20,1 2 3 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 ,15.005384
339,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
340,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 ,15.005384
341,6,20,4 6 16 17 19 20 ,15.005384
342,3,20,3 4 14 ,15.005384
343,19,20,1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
344,2,20,1 8 ,15.005384
345,19,20,1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 ,15.005384
346,8,20,1 5 6 8 9 11 13 20 ,15.005384
347,2,20,4 17 ,15.005384
348,6,20,3 9 15 16 17 19 ,15.005384
349,3,20,3 6 13 ,15.005384
350,4,20,3 4 12 16 ,15.005384
351,19,20,1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
352,5,20,1 8 12 18 19 ,15.005384
353,11,20,2 3 5 6 8 9 13 14 16 17 19 ,15.005384
354,15,20,2 3 4 7 8 9 10 11 13 14 15 16 18 19 20 ,15.005384
355,6,20,2 12 13 16 17 18 ,15.005384
356,15,20,1 2 3 4 5 6 7 8 9 10 12 16 17 18 20 ,15.005384
357,14,20,1 2 3 4 5 6 9 11 12 13 15 16 18 20 ,15.005384
358,10,20,2 3 4 5 7 13 14 17 19 20 ,15.005384
359,7,20,1 8 9 11 12 17 18 ,15.005384
360,12,20,1 2 4 5 6 7 10 11 14 17 18 19 ,15.005384
361,14,20,2 3 4 6 7 8 9 10 11 12 13 14 15 16 ,15.005384
362,11,20,2 4 7 12 13 14 15 16 17 18 20 ,15.005384
363,13,20,1 2 3 6 7 9 10 11 14 15 16 17 19 ,15.005384
364,5,20,1 2 13 14 15 ,15.005384
365,18,20,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 18 19 20 ,15.005384
366,3,20,12 17 20 ,15.005384
367,12,20,1 3 4 6 8 9 11 13 14 16 17 19 ,15.005384
368,12,20,1 3 6 7 8 9 10 11 15 16 17 18 ,15.005384
369,6,20,1 3 5 7 11 15 ,15.005384
370,13,20,2 3 5 7 8 9 11 13 15 17 18 19 20 ,15.005384
371,17,20,1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 ,15.005384
372,8,20,1 8 12 13 14 15 18 20 ,15.005384
373,3,20,1 5 9 ,15.005384
374,5,20,4 8 10 13 20 ,15.005384
375,8,20,2 4 5 6 11 13 17 19 ,15.005384
376,6,20,6 7 8 9 12 15 ,15.005384
377,14,20,3 5 6 7 9 10 11 13 14 15 16 17 18 19 ,15.005384
378,15,20,1 2 3 5 7 8 9 11 13 14 16 17 18 19 20 ,15.005384
379,15,20,3 4 5 6 7 8 9 10 11 12 15 16 18 19 20 ,15.005384
380,14,20,1 2 3 6 7 11 12 13 14 15 16 18 19 20 ,15.005384
381,14,20,2 4 5 6 7 8 9 10 12 13 14 15 18 20 ,15.005384
382,6,20,4 5 8 13 14 20 ,15.005384
383,2,20,5 8 ,15.005384
384,18,20,1 2 3 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.005384
385,15,20,1 4 5 6 7 8 9 10 12 14 16 17 18 19 20 ,15.005384
386,7,20,3 4 5 6 8 16 17 ,15.005384
387,16,20,1 2 3 4 5 6 7 8 9 12 14 15 16 18 19 20 ,15.005384
388,3,20,4 7 20 ,15.005384
389,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 ,15.005384
390,9,20,2 7 8 10 13 17 18 19 20 ,15.005384
391,5,20,1 11 13 16 20 ,15.005384
392,16,20,1 2 3 4 5 6 7 8 10 12 13 14 15 17 18 20 ,15.005384
393,15,20,1 2 3 4 5 7 8 9 10 14 15 17 18 19 20 ,15.005384
394,16,20,1 2 3 4 5 8 9 12 13 14 15 16 17 18 19 20 ,15.005384
395,10,20,1 5 6 8 9 13 15 16 18 20 ,15.005384
396,11,20,1 2 3 8 11 13 15 16 18 19 20 ,15.005384
397,9,20,1 2 6 7 10 13 14 15 19 ,15.005384
398,9,20,1 3 6 7 8 10 12 13 17 ,15.005384
399,3,20,4 11 12 ,15.005384
400,8,20,2 6 7 8 10 13 14 16 ,15.005384
401,7,20,2 3 10 11 14 18 20 ,15.005384
402,2,20,7 16 ,15.005384
403,18,20,1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 ,15.005384
